COD_TIPO_DATO,TIPO_DATO,IDENTIFICADOR_MINT,COD_NDP,DIRECCION_COMPLETA,DIRECCION_AUXILIAR,COD_VIAL,CLASE_VIAL,PARTICULAS_VIAL,NOMBRE_VIAL,TIPO_NÚMERO,NÚMERO,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,UTMX,UTMY,LATITUD,LONGITUD,DÍA_SEMANA,TURNO,HORA_INICIO,HORA_FINAL,CreationDate,Creator,EditDate,Editor,ObjectId
,Punto Limpio Móvil,,,"Calle Arrieta, 15 ",,,Calle,,Arrieta,número,15,,,1,CENTRO,439675,4474526,40.41918013,-3.711069993,Martes,Mañana,1716287400000,1716292800000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,1
,Punto Limpio Móvil,,,"Calle Barquillo, 4 ",,,Calle,,Barquillo,número,4,,,1,CENTRO,440994,4474572,40.41969013,-3.695529994,Sabado,Mañana,1716274800000,1716280200000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,2
,Punto Limpio Móvil,,,"Plaza Cebada, 5-7 ",,,Plaza,,Cebada,número,5-7,,,1,CENTRO,439790,4473664,40.41132,-3.70927,Sabado,Tarde,1716300000000,1716305400000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,3
,Punto Limpio Móvil,,,"Calle Conde Duque, 30 ",,,Calle,,Conde Duque,número,30,,,1,CENTRO,439762,4475482,40.42779649,-3.710134496,Martes,Mañana,1716274800000,1716280200000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,4
,Punto Limpio Móvil,,,"Glorieta Embajadores, 10 esquina calle Embajadores",esquina calle Embajadores,,Glorieta,,Embajadores,número,10,,,1,CENTRO,440360,4472982,40.40532,-3.70286,Sabado,Tarde,1716312600000,1716318000000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,5
,Punto Limpio Móvil,,,"Calle Espíritu Santo, 26 Entro los números 26 y 28. Zona de carga y descarga",Entro los números 26 y 28. Zona de carga y descarga,,Calle,,Espíritu Santo,número,26,,,1,CENTRO,440311,4475218,40.42546013,-3.703639993,Sabado,Tarde,1716306300000,1716311700000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,6
,Punto Limpio Móvil,,,"Plaza Lavapiés, 8 Zona de carga y descarga",Zona de carga y descarga,,Plaza,,Lavapiés,número,8,,,1,CENTRO,440499,4473354,40.40868013,-3.701249994,Sabado,Tarde,1716306300000,1716311700000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,7
,Punto Limpio Móvil,,,"Calle Lope de Vega,  Frente al número 36",Frente al número 36,,Calle,,Lope de Vega,número,,,,1,CENTRO,440827,4473984,40.41438013,-3.697449994,Sabado,Mañana,1716281100000,1716286500000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,8
,Punto Limpio Móvil,,,"Plaza Mayor, 29-30 Salida Calle Ciudad Rodrigo",Salida Calle Ciudad Rodrigo,,Plaza,,Mayor,número,29-30,,,1,CENTRO,440026,4474142,40.41574723,-3.706902053,Sabado,Mañana,1716287400000,1716292800000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,9
,Punto Limpio Móvil,,,"Calle Príncipe, 18 ",,,Calle,,Príncipe,número,18,,,1,CENTRO,440580,4474086,40.41528547,-3.700364984,Martes,Tarde,1716306300000,1716311700000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,10
,Punto Limpio Móvil,,,"Calle Ribera de Curtidores, 37- (A, B, C) ",,,Calle,,Ribera de Curtidores,número,"37- (A, B, C)",,,1,CENTRO,439996,4473123,40.40656682,-3.707154966,Martes,Tarde,1716318900000,1716324300000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,11
,Punto Limpio Móvil,,,"Glorieta Ruíz Jiménez, 8 ",,,Glorieta,,Ruíz Jiménez,número,8,,,1,CENTRO,440138,4475639,40.42924193,-3.705722844,Martes,Mañana,1716281100000,1716286500000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,12
,Punto Limpio Móvil,,,"Plaza Santa Bárbara, 5 ",,,Plaza,,Santa Bárbara,número,5,,,1,CENTRO,440928,4475438,40.42748313,-3.696388041,Martes,Tarde,1716300000000,1716305400000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,13
,Punto Limpio Móvil,,,"Calle Santa Isabel, 47 ",,,Calle,,Santa Isabel,número,47,,,1,CENTRO,440935,4473450,40.40958069,-3.696127206,Martes,Mañana,1716293700000,1716299100000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,14
,Punto Limpio Móvil,,,"Calle Segovia, 20 ",,,Calle,,Segovia,número,20,,,1,CENTRO,439571,4473948,40.41397013,-3.712239993,Martes,Tarde,1716312600000,1716318000000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,15
,Punto Limpio Móvil,,,"Calle Silva, 25 ",,,Calle,,Silva,número,25,,,1,CENTRO,440134,4474823,40.4218911,-3.705691,Sabado,Tarde,1716312600000,1716318000000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,16
,Punto Limpio Móvil,,,"Plaza Tirso de Molina, 16 Zona de carga y descarga",Zona de carga y descarga,,Plaza,,Tirso de Molina,número,16,,,1,CENTRO,440221,4473790,40.41259013,-3.704569993,Sabado,Mañana,1716293700000,1716299100000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,17
,Punto Limpio Móvil,,,"Calle Arganda, 2 Frente al número 2",Frente al número 2,,Calle,,Arganda,número,2,,,2,ARGANZUELA,439813,4472287,40.399104,-3.709351,Martes,Tarde,1716306300000,1716311700000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,18
,Punto Limpio Móvil,,,"calle Bustamante , 16 Edificio Ayuntamiento de Madrid",Edificio Ayuntamiento de Madrid,,calle,,Bustamante ,número,16,,,2,ARGANZUELA,441594,4472433,40.4004601355331,-3.68826187102883,Jueves,Mañana,1716281100000,1716286500000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,19
,Punto Limpio Móvil,,,"calle Cerro de la Plata, 3 EMT",EMT,,calle,,Cerro de la Plata,número,3,,,2,RETIRO,442752,4472399,40.4002327303121,-3.6746135863849,Martes,Mañana,1716293700000,1716299100000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,20
,Punto Limpio Móvil,,,"Paseo Chopera, 12 ",,,Paseo,,Chopera,número,12,,,2,ARGANZUELA,440756,4471631,40.39317945,-3.698067172,Sabado,Tarde,1716306300000,1716311700000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,21
,Punto Limpio Móvil,,,"Calle Cobre,  Frente al número 5",Frente al número 5,,Calle,,Cobre,numero,,,,2,ARGANZUELA,441506,4471686,40.39373013,-3.689229994,Martes,Tarde,1716312600000,1716318000000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,22
,Punto Limpio Móvil,,,"Paseo Delicias, 68 ",,,Paseo,,Delicias,número,68,,,2,ARGANZUELA,441080,4472315,40.39936013,-3.694309994,Martes,Mañana,1716293700000,1716299100000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,23
,Punto Limpio Móvil,,,"Paseo Delicias, 24 ",,,Paseo,,Delicias,número,24,,,2,ARGANZUELA,441144,4472990,40.4054452,-3.693616009,Sabado,Mañana,1716293700000,1716299100000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,24
,Punto Limpio Móvil,,,"Paseo Delicias, 122 ",,,Paseo,,Delicias,número,122,,,2,ARGANZUELA,441031,4471817,40.39487516,-3.694841268,Sabado,Tarde,1716300000000,1716305400000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,25
,Punto Limpio Móvil,,,"Calle Embajadores, 274 ",,,Calle,,Embajadores,número,274,,,2,ARGANZUELA,441501,4470772,40.38549013,-3.689209994,Martes,Tarde,1716318900000,1716324300000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,26
,Punto Limpio Móvil,,,"Paseo Esperanza, 21 ",,,Paseo,,Esperanza,número,21,,,2,ARGANZUELA,440234,4472511,40.40107013,-3.704289993,Martes,Mañana,1716281100000,1716286500000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,27
,Punto Limpio Móvil,,,"Calle Fernando Poo, 36 Frente, esquina Divino Vallés","Frente, esquina Divino Vallés",,Calle,,Fernando Poo,número,36,,,2,ARGANZUELA,440606,4472014,40.39662013,-3.699859994,Martes,Mañana,1716287400000,1716292800000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,28
,Punto Limpio Móvil,,,"Plaza Francisco Morano, 3 En la rotonda entre las salidas de Paseo Imperial y Paseo de los Pontones",En la rotonda entre las salidas de Paseo Imperial y Paseo de los Pontones,,Plaza,,Francisco Morano,número,3,,,2,ARGANZUELA,439221,4472922,40.4046986,-3.716273022,Sabado,Tarde,1716318900000,1716324300000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,29
,Punto Limpio Móvil,,,"Calle Fray Luis de León,  Intersección con Calle Juan Sebastian Elcano, 17","Intersección con Calle Juan Sebastian Elcano, 17",,Calle,,Fray Luis de León,número,,,,2,ARGANZUELA,440713,4472921,40.40480013,-3.698689994,Martes,Tarde,1716300000000,1716305400000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,30
,Punto Limpio Móvil,,,"Paseo Juan Antonio Vallejo-Nájera Botas,  Intersección con Plaza Ortega y Munilla, detrás de la entrada a la estación de Cercanías de Pirámides","Intersección con Plaza Ortega y Munilla, detrás de la entrada a la estación de Cercanías de Pirámides",,Paseo,,Juan Antonio Vallejo-Nájera Botas,número,,,,2,ARGANZUELA,439635,4472715,40.40285996,-3.711376364,Sabado,Tarde,1716312600000,1716318000000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,31
,Punto Limpio Móvil,,,"Calle Juan Duque,  Intersección con Calle Fósforo",Intersección con Calle Fósforo,,Calle,,Juan Duque,número,,,,2,ARGANZUELA,438941,4473524,40.41010013,-3.719629993,Martes,Mañana,1716274800000,1716280200000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,32
,Punto Limpio Móvil,,,"Plaza Legazpi, 5 Intersección con Paseo del Molino",Intersección con Paseo del Molino,,Plaza,,Legazpi,número,5,,,2,ARGANZUELA,441030,4471362,40.3907741,-3.694808258,Sabado,Mañana,1716281100000,1716286500000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,33
,Punto Limpio Móvil,,,"calle Méndez Álvaro, 1 Puerta de Atocha",Puerta de Atocha,,calle,,Méndez Álvaro,número,1,,,2,ARGANZUELA,441255,4473136,40.4067688513445,-3.69231672404241,Martes,Mañana,1716287400000,1716292800000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,34
,Punto Limpio Móvil,,,"calle Méndez Álvaro, 44 edficio Repsol",edficio Repsol,,calle,,Méndez Álvaro,número,44,,,2,ARGANZUELA,441966,4472215,40.3985229910894,-3.68386081508759,Jueves,Mañana,1716274800000,1716280200000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,35
,Punto Limpio Móvil,,,"Paseo Santa María de la Cabeza, 64 ",,,Paseo,,Santa María de la Cabeza,número,64,,,2,ARGANZUELA,440610,4472447,40.40051605,-3.699861192,Sabado,Mañana,1716287400000,1716292800000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,36
,Punto Limpio Móvil,,,"Calle Amado Nervo,  Frente al número 12",Frente al número 12,,Calle,,Amado Nervo,,,,,3,RETIRO,442788,4473396,40.40922013,-3.674279994,Jueves,Mañana,1716287400000,1716292800000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,37
,Punto Limpio Móvil,,,"Calle Doctor Esquerdo, 152 ",,,Calle,,Doctor Esquerdo,número,152,,,3,RETIRO,442898,4472780,40.40368003,-3.672931679,Lunes,Mañana,1716293700000,1716299100000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,38
,Punto Limpio Móvil,,,"Calle Doctor Esquerdo, 94 Esquina Avenida de Nazaret, frente al número 125","Esquina Avenida de Nazaret, frente al número 125",,Calle,,Doctor Esquerdo,número,94,,,3,RETIRO,443159,4473673,40.41173813,-3.669933119,Lunes,Tarde,1716306300000,1716311700000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,39
,Punto Limpio Móvil,,,"Calle Estrella Polar, 22 ",,,Calle,,Estrella Polar,número,22,,,3,RETIRO,443476,4473573,40.41085914,-3.666186786,Lunes,Mañana,1716274800000,1716280200000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,40
,Punto Limpio Móvil,,,"Calle Ibiza, 60 ",,,Calle,,Ibiza,número,60,,,3,RETIRO,443060,4474360,40.41792013,-3.671159994,Jueves,Mañana,1716281100000,1716286500000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,41
,Punto Limpio Móvil,,,"Calle Marqués de Lozoya,  Frente al número 26",Frente al número 26,,Calle,,Marqués de Lozoya,número,,,,3,RETIRO,443735,4474353,40.41791013,-3.663209994,Jueves,Mañana,1716274800000,1716280200000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,42
,Punto Limpio Móvil,,,"Avenida Menéndez Pelayo,  Frente al número 29, en la acera de El Retiro","Frente al número 29, en la acera de El Retiro",,Avenida,,Menéndez Pelayo,número,,,,3,RETIRO,442393,4474445,40.41864668,-3.679030573,Lunes,Mañana,1716281100000,1716286500000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,43
,Punto Limpio Móvil,,,"Avenida Menéndez Pelayo, 95 ",,,Avenida,,Menéndez Pelayo,número,95,,,3,RETIRO,442376,4473120,40.40670603,-3.679105448,Lunes,Mañana,1716287400000,1716292800000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,44
,Punto Limpio Móvil,,,"calle Montalbán, 7-9 Edificio Ayuntamiento de Madrid",Edificio Ayuntamiento de Madrid,,calle,,Montalbán,número,7-9,,,3,RETIRO,441449,4474405,40.4182126836302,-3.69014800469709,Martes,Mañana,1716281100000,1716286500000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,45
,Punto Limpio Móvil,,,"Calle Narváez, 82 ",,,Calle,,Narváez,número,82,,,3,RETIRO,442600,4474216,40.41659121,-3.676571862,Lunes,Tarde,1716312600000,1716318000000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,46
,Punto Limpio Móvil,,,"Paseo Reina Cristina,  Frente al número 5, intersección a la Calle Julián Gayarre","Frente al número 5, intersección a la Calle Julián Gayarre",,Paseo,,Reina Cristina,número,,,,3,RETIRO,442007,4473121,40.40669013,-3.683459994,Jueves,Tarde,1716300000000,1716305400000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,47
,Punto Limpio Móvil,,,"Calle Saliente,  Frente al número 10",Frente al número 10,,Calle,,Saliente,número,,,,3,RETIRO,443446,4474466,40.41890013,-3.666619994,Lunes,Tarde,1716318900000,1716324300000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,48
,Punto Limpio Móvil,,,"Calle Seco, 2 ",,,Calle,,Seco,número,2,,,3,RETIRO,442978,4472290,40.39926602,-3.671943717,Lunes,Tarde,1716300000000,1716305400000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,49
,Punto Limpio Móvil,,,"Calle Téllez, 26 Intersección con Calle León Gil Palacio",Intersección con Calle León Gil Palacio,,Calle,,Téllez,número,26,,,3,RETIRO,442345,4472637,40.40235013,-3.679429994,Jueves,Tarde,1716306300000,1716311700000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,50
,Punto Limpio Móvil,,,"Calle Valderribas, 25 C ",,,Calle,,Valderribas,número,25 C,,,3,RETIRO,443125,4472621,40.40226013,-3.670239994,Jueves,Mañana,1716293700000,1716299100000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,51
,Punto Limpio Móvil,,,"Calle Alcalá, 237 Junto a Plaza de Toros de las Ventas",Junto a Plaza de Toros de las Ventas,,Calle,,Alcalá,número,237,,,4,SALAMANCA,443683,4475825,40.43116732,-3.663950523,Jueves,Tarde,1716312600000,1716318000000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,52
,Punto Limpio Móvil,,,"calle Alcalde Sainz de Baranda , 92 frente. (Fachada Parque Fuente del Berro).",frente. (Fachada Parque Fuente del Berro).,,calle,,Alcalde Sainz de Baranda ,número,92,,,4,SALAMANCA,443788,4474709,40.4211207544295,-3.66260692996813,Jueves,Mañana,1716287400000,1716292800000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,53
,Punto Limpio Móvil,,,"Calle Berlín, 3 ",,,Calle,,Berlín,número,3,,,4,SALAMANCA,443741,4476969,40.44147013,-3.663359994,Sabado,Tarde,1716300000000,1716305400000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,54
,Punto Limpio Móvil,,,"Calle Brescia, 2 Intersección con Calle Biarritz",Intersección con Calle Biarritz,,Calle,,Brescia,número,2,,,4,SALAMANCA,443651,4476418,40.43649844,-3.664382838,Jueves,Tarde,1716318900000,1716324300000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,55
,Punto Limpio Móvil,,,"Calle del Pilar de Zaragoza, 57 Itersección con Calle José Picón",Itersección con Calle José Picón,,Calle,,del Pilar de Zaragoza,número,57,,,4,SALAMANCA,443058,4476339,40.43575013,-3.671359994,Sabado,Mañana,1716293700000,1716299100000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,56
,Punto Limpio Móvil,,,"Calle Doctor Esquerdo, 47 ",,,Calle,,Doctor Esquerdo,número,47,,,4,SALAMANCA,443283,4474940,40.42316013,-3.668589994,Sabado,Tarde,1716306300000,1716311700000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,57
,Punto Limpio Móvil,,,"Calle Francisco Silvela,  Intersección con Calle Florestón Aguilar junto al Parque Eva Duarte",Intersección con Calle Florestón Aguilar junto al Parque Eva Duarte,,Calle,,Francisco Silvela,número,,,,4,SALAMANCA,443134,4475731,40.4302759,-3.670415455,Jueves,Tarde,1716306300000,1716311700000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,58
,Punto Limpio Móvil,,,"Calle General Díaz Porlier, 41 ",,,Calle,,General Díaz Porlier,número,41,,,4,SALAMANCA,442571,4475523,40.42837013,-3.677029994,Sabado,Tarde,1716312600000,1716318000000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,59
,Punto Limpio Móvil,,,"Calle Goya, 107 ",,,Calle,,Goya,número,107,,,4,SALAMANCA,442907,4475125,40.42480849,-3.673029266,Jueves,Mañana,1716281100000,1716286500000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,60
,Punto Limpio Móvil,,,"Calle Jose Ortega y Gasset, 8 ",,,Calle,,Jose Ortega y Gasset,número,8,,,4,SALAMANCA,441807,4475732,40.43020013,-3.686059994,Sabado,Mañana,1716281100000,1716286500000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,61
,Punto Limpio Móvil,,,"Calle Juan Bravo, 35-37 Intersección con Calle General Pardiñas ",Intersección con Calle General Pardiñas ,,Calle,,Juan Bravo,número,35-37,,,4,SALAMANCA,442486,4476004,40.43269013,-3.678079994,Sabado,Mañana,1716287400000,1716292800000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,62
,Punto Limpio Móvil,,,"Paseo Marqués de Zafra, 32 ",,,Paseo,,Marqués de Zafra,número,32,,,4,SALAMANCA,443646,4475219,40.42570533,-3.664329592,Jueves,Mañana,1716274800000,1716280200000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,63
,Punto Limpio Móvil,,,"Calle Narváez, 44 ",,,Calle,,Narváez,número,44,,,4,SALAMANCA,442625,4474589,40.41996042,-3.676307861,Jueves,Mañana,1716287400000,1716292800000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,64
,Punto Limpio Móvil,,,"Calle Velázquez, 48 ",,,Calle,,Velázquez,número,48,,,4,SALAMANCA,441987,4475362,40.42687862,-3.68389872,Jueves,Mañana,1716293700000,1716299100000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,65
,Punto Limpio Móvil,,,"Calle Velázquez, 89 ",,,Calle,,Velázquez,número,89,,,4,SALAMANCA,442019,4476160,40.4340697,-3.683590638,Jueves,Tarde,1716300000000,1716305400000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,66
,Punto Limpio Móvil,,,"Calle Villanueva, 20 Intersección con Calle Claudio Coello",Intersección con Calle Claudio Coello,,Calle,,Villanueva,número,20,,,4,SALAMANCA,441714,4474870,40.42242013,-3.687069994,Sabado,Tarde,1716318900000,1716324300000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,67
,Punto Limpio Móvil,,,"Avenida  Alfonso XIII, 65 ",,,Avenida,, Alfonso XIII,número,65,,,5,CHAMARTIN,443422,4478377,40.45413668,-3.667255232,Lunes,Tarde,1716300000000,1716305400000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,68
,Punto Limpio Móvil,,,"Avenida Alberto Alcocer, 28 ",,,Avenida,,Alberto Alcocer,número,28,,,5,CHAMARTIN,442019,4478870,40.45847985,-3.683840815,Lunes,Tarde,1716312600000,1716318000000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,69
,Punto Limpio Móvil,,,"Calle Clara del Rey, 21 ",,,Calle,,Clara del Rey,número,21,,,5,CHAMARTIN,443000,4476931,40.4410825,-3.672100324,Jueves,Tarde,1716306300000,1716311700000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,70
,Punto Limpio Móvil,,,"Plaza del Perú,  Intersección con Avenida Pío XII",Intersección con Avenida Pío XII,,Plaza,,del Perú,número,,,,5,CHAMARTIN,442655,4479090,40.46050652,-3.676366952,Lunes,Tarde,1716306300000,1716311700000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,71
,Punto Limpio Móvil,,,"Avenida Doctor Arce, 1 Intersección con Plaza de la República Argentina",Intersección con Plaza de la República Argentina,,Avenida,,Doctor Arce,número,1,,,5,CHAMARTIN,441900,4477410,40.44532013,-3.685109994,Lunes,Mañana,1716281100000,1716286500000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,72
,Punto Limpio Móvil,,,"Calle Enrique Larreta, 14 ",,,Calle,,Enrique Larreta,número,14,,,5,CHAMARTIN,441795,4480002,40.46866386,-3.68659163,Lunes,Tarde,1716318900000,1716324300000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,73
,Punto Limpio Móvil,,,"Calle General López Pozas, 16 ",,,Calle,,General López Pozas,número,16,,,5,CHAMARTIN,441894,4479631,40.46533013,-3.685389994,Jueves,Mañana,1716287400000,1716292800000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,74
,Punto Limpio Móvil,,,"calle Mauricio Legendre, 5 ",,,calle,,Mauricio Legendre,número,5,,,5,CHAMARTIN,441764,4480066,40.4692363293796,-3.68696147683308,Martes,Tarde,1716300000000,1716305400000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,75
,Punto Limpio Móvil,,,"Calle Padre Claret, 17 ",,,Calle,,Padre Claret,número,17,,,5,CHAMARTIN,443640,4477637,40.44748013,-3.664609994,Lunes,Mañana,1716293700000,1716299100000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,76
,Punto Limpio Móvil,,,"Avenida Pío XII, 46 ",,,Avenida,,Pío XII,número,46,,,5,CHAMARTIN,442890,4479932,40.46811013,-3.673659994,Jueves,Mañana,1716281100000,1716286500000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,77
,Punto Limpio Móvil,,,"Calle Pradillo, 22 ",,,Calle,,Pradillo,número,22,,,5,CHAMARTIN,442881,4477772,40.44865013,-3.673579994,Lunes,Mañana,1716287400000,1716292800000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,78
,Punto Limpio Móvil,,,"Calle Príncipe de Vergara, 110 ",,,Calle,,Príncipe de Vergara,número,110,,,5,CHAMARTIN,442421,4476741,40.4393301262956,-3.67890999372858,Lunes,Mañana,1716274800000,1716280200000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,79
,Punto Limpio Móvil,,,"Calle Príncipe de Vergara, 248 ",,,Calle,,Príncipe de Vergara,número,248,,,5,CHAMARTIN,442572,4478331,40.45366013,-3.677269994,Jueves,Mañana,1716293700000,1716299100000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,80
,Punto Limpio Móvil,,,"Calle Príncipe de Vergara, 142 ",,,Calle,,Príncipe de Vergara,número,142,,,5,CHAMARTIN,442484,4477330,40.44464014,-3.678215136,Jueves,Tarde,1716312600000,1716318000000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,81
,Punto Limpio Móvil,,,"Calle Santa Hortensia, 2 Intersección con López de Hoyos",Intersección con López de Hoyos,,Calle,,Santa Hortensia,número,2,,,5,CHAMARTIN,443127,4477472,40.44595901,-3.670651482,Jueves,Tarde,1716300000000,1716305400000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,82
,Punto Limpio Móvil,,,"Calle Santa María Magdalena, 18 ",,,Calle,,Santa María Magdalena,número,18,,,5,CHAMARTIN,443152,4479362,40.46299013,-3.670519994,Jueves,Mañana,1716274800000,1716280200000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,83
,Punto Limpio Móvil,,,"Calle Santo Domingo de Silos , 7 Intersección Av Concha Espina",Intersección Av Concha Espina,,Calle,,Santo Domingo de Silos ,número,7,,,5,CHAMARTIN,441753,4478129,40.45178134,-3.686915621,Jueves,Tarde,1716318900000,1716324300000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,84
,Punto Limpio Móvil,,,"Calle Aviador Zorita, 46 ",,,Calle,,Aviador Zorita,número,46,,,6,TETUAN,440810,4478065,40.45114155,-3.69802484,Miércoles,Tarde,1716312600000,1716318000000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,85
,Punto Limpio Móvil,,,"Calle Capitán Blanco Argibay, 134 ",,,Calle,,Capitán Blanco Argibay,número,134,,,6,TETUAN,440294,4479853,40.46721013,-3.704279993,Miércoles,Tarde,1716300000000,1716305400000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,86
,Punto Limpio Móvil,,,"Avenida de Asturias, 6 En la vía de servicio",En la vía de servicio,,Avenida,,de Asturias,número,6,,,6,TETUAN,441261,4479932,40.46799013,-3.692879994,Miércoles,Mañana,1716274800000,1716280200000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,87
