COD_TIPO_DATO,TIPO_DATO,IDENTIFICADOR_MINT,COD_NDP,DIRECCION_COMPLETA,DIRECCION_AUXILIAR,COD_VIAL,CLASE_VIAL,PARTICULAS_VIAL,NOMBRE_VIAL,TIPO_NÚMERO,NÚMERO,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,UTMX,UTMY,LATITUD,LONGITUD,DÍA_SEMANA,TURNO,HORA_INICIO,HORA_FINAL,CreationDate,Creator,EditDate,Editor,ObjectId
,Punto Limpio Móvil,,,"Calle Hermanos Machado,  Intersección con Calle Los Collados",Intersección con Calle Los Collados,,Calle,,Hermanos Machado,número,,,,15,CIUDAD LINEAL,444949,4475812,40.43113013,-3.649019994,Martes,Tarde,1716312600000,1716318000000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,265
,Punto Limpio Móvil,,,"Avenida Hermanos García Noblejas, 158 ",,,Avenida,,Hermanos García Noblejas,número,158,,,15,CIUDAD LINEAL,446637,4475121,40.42501632,-3.629068666,Viernes,Tarde,1716318900000,1716324300000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,266
,Punto Limpio Móvil,,,"Calle José del Hierro, 37 Intersección con Calle Rosalía Trujillo",Intersección con Calle Rosalía Trujillo,,Calle,,José del Hierro,número,37,,,15,CIUDAD LINEAL,445310,4476784,40.43991309,-3.64485179,Viernes,Tarde,1716300000000,1716305400000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,267
,Punto Limpio Móvil,,,"Calle Julio Dánvila, 1 Frente al colegio",Frente al colegio,,Calle,,Julio Dánvila,número,1,,,15,CIUDAD LINEAL,443458,4480309,40.47154013,-3.666999994,Lunes,Tarde,1716318900000,1716324300000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,268
,Punto Limpio Móvil,,,"Calle María Teresa Sáenz de Heredia, 44 ",,,Calle,,María Teresa Sáenz de Heredia,número,44,,,15,CIUDAD LINEAL,444790,4475198,40.4255882,-3.650847751,Viernes,Tarde,1716312600000,1716318000000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,269
,Punto Limpio Móvil,,,"Calle San Marcelo, 6 ",,,Calle,,San Marcelo,número,6,,,15,CIUDAD LINEAL,444161,4475366,40.42706013,-3.658269994,Lunes,Mañana,1716274800000,1716280200000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,270
,Punto Limpio Móvil,,,"Calle Santurce,  Intersección con Calle Luis Ruiz",Intersección con Calle Luis Ruiz,,Calle,,Santurce,número,,,,15,CIUDAD LINEAL,446077,4475366,40.42719013,-3.635689994,Lunes,Mañana,1716281100000,1716286500000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,271
,Punto Limpio Móvil,,,"Calle Torrelaguna, 66 ",,,Calle,,Torrelaguna,número,66,,,15,CIUDAD LINEAL,444284,4477775,40.44877423,-3.657036057,Viernes,Mañana,1716293700000,1716299100000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,272
,Punto Limpio Móvil,,,"Calle Virgen de África, 14 ",,,Calle,,Virgen de África,número,14,,,15,CIUDAD LINEAL,444534,4476616,40.43834992,-3.653981217,Lunes,Mañana,1716293700000,1716299100000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,273
,Punto Limpio Móvil,,,"calle Abelias, 1 esquina Avda. Arces ",esquina Avda. Arces ,,calle,,Abelias,número,1,,,16,HORTALEZA,447020,4478148,40.4523108158298,-3.62479689737055,Jueves,Tarde,1716306300000,1716311700000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,274
,Punto Limpio Móvil,,,"Avenida Celio Villalba,  Intersección con Calle Manizales",Intersección con Calle Manizales,,Avenida,,Celio Villalba,número,,,,16,HORTALEZA,446022,4480624,40.47455013,-3.636779994,Martes,Tarde,1716300000000,1716305400000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,275
,Punto Limpio Móvil,,,"Calle Cuevas de la Almanzora, 18 ",,,Calle,,Cuevas de la Almanzora,número,18,,,16,HORTALEZA,444128,4480874,40.47667771,-3.659140563,Sabado,Mañana,1716287400000,1716292800000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,276
,Punto Limpio Móvil,,,"Carretera de Canillas, 39 Intersección con Calle Andrés Obispo",Intersección con Calle Andrés Obispo,,Carretera,,de Canillas,número,39,,,16,HORTALEZA,445060,4479364,40.46314013,-3.648019994,Martes,Tarde,1716312600000,1716318000000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,277
,Punto Limpio Móvil,,,"Calle Estíbaliz, 28 Intersección con Calle Pablo Serano",Intersección con Calle Pablo Serano,,Calle,,Estíbaliz,número,28,,,16,HORTALEZA,445059,4480153,40.47024013,-3.648099994,Jueves,Mañana,1716281100000,1716286500000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,278
,Punto Limpio Móvil,,,"Avenida Francisco Pi y Margall, 72 ",,,Avenida,,Francisco Pi y Margall,número,72,,,16,HORTALEZA,444145,4482435,40.49074059,-3.659086913,Sabado,Mañana,1716293700000,1716299100000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,279
,Punto Limpio Móvil,,,"Calle Luis Moya Blanco, 27 ",,,Calle,,Luis Moya Blanco,número,27,,,16,HORTALEZA,447765,4482999,40.49606013,-3.616409994,Sabado,Tarde,1716306300000,1716311700000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,280
,Punto Limpio Móvil,,,"Avenida Madroños, 61 ",,,Avenida,,Madroños,número,61,,,16,HORTALEZA,446340,4478598,40.45632013,-3.632859994,Martes,Tarde,1716318900000,1716324300000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,281
,Punto Limpio Móvil,,,"Calle Montearagón, 11 ",,,Calle,,Montearagón,número,11,,,16,HORTALEZA,444177,4479401,40.46341089,-3.658435542,Martes,Tarde,1716306300000,1716311700000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,282
,Punto Limpio Móvil,,,"Calle Moscatelar, 35 ",,,Calle,,Moscatelar,número,35,,,16,HORTALEZA,445183,4478714,40.45729245,-3.646516762,Jueves,Mañana,1716287400000,1716292800000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,283
,Punto Limpio Móvil,,,"Avenida Niceto Alcalá Zamora, 78 Intersección con Vicente Blasco Ibañez",Intersección con Vicente Blasco Ibañez,,Avenida,,Niceto Alcalá Zamora,número,78,,,16,HORTALEZA,444716,4483076,40.4965535,-3.652395738,Sabado,Tarde,1716300000000,1716305400000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,284
,Punto Limpio Móvil,,,"Avenida Prunos, 44 Intersección con Avenida Arroyo del Santo",Intersección con Avenida Arroyo del Santo,,Avenida,,Prunos,número,44,,,16,HORTALEZA,447250,4478174,40.45255663,-3.622087825,Sabado,Mañana,1716281100000,1716286500000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,285
,Punto Limpio Móvil,,,"Avenida San Luis, 27 ",,,Avenida,,San Luis,número,27,,,16,HORTALEZA,444307,4480241,40.47099013,-3.656979994,Jueves,Mañana,1716274800000,1716280200000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,286
,Punto Limpio Móvil,,,"Calle Silvano, 97 Frente al número 97, intersección con Avenida Machupichu","Frente al número 97, intersección con Avenida Machupichu",,Calle,,Silvano,número,97,,,16,HORTALEZA,446183,4479298,40.46261384,-3.634768951,Jueves,Mañana,1716293700000,1716299100000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,287
,Punto Limpio Móvil,,,"Camino Viejo de Burgos, 24 ",,,Camino,,Viejo de Burgos,número,24,,,16,HORTALEZA,446488,4481435,40.48188344,-3.63135024,Sabado,Tarde,1716312600000,1716318000000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,288
,Punto Limpio Móvil,,,"Avenida Virgen del Carmen,  Acera impares, frente al número 84","Acera impares, frente al número 84",,Avenida,,Virgen del Carmen,número,,,,16,HORTALEZA,445107,4480737,40.47550565,-3.647589094,Sabado,Tarde,1716318900000,1716324300000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,289
,Punto Limpio Móvil,,,"Paseo Alberto Palacios, 1 Intersección con Plaza Ágata",Intersección con Plaza Ágata,,Paseo,,Alberto Palacios,número,1,,,17,VILLAVERDE,439756,4466455,40.34647541,-3.709357091,Miércoles,Mañana,1716274800000,1716280200000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,290
,Punto Limpio Móvil,,,"Paseo Alberto Palacios, 76 ",,,Paseo,,Alberto Palacios,número,76,,,17,VILLAVERDE,439229,4466149,40.34368355,-3.715528398,Miércoles,Mañana,1716281100000,1716286500000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,291
,Punto Limpio Móvil,,,"Calle Arroyo de la Bulera,  Frente al número 11",Frente al número 11,,Calle,,Arroyo de la Bulera,número,,,,17,VILLAVERDE,442204,4465591,40.33887013,-3.680449994,Viernes,Mañana,1716293700000,1716299100000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,292
,Punto Limpio Móvil,,,"Calle Berrocal, 14 ",,,Calle,,Berrocal,número,14,,,17,VILLAVERDE,442442,4466535,40.34739104,-3.677737378,Miércoles,Mañana,1716293700000,1716299100000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,293
,Punto Limpio Móvil,,,"Calle Berrocal, 72 ",,,Calle,,Berrocal,número,72,,,17,VILLAVERDE,442647,4465842,40.34116319,-3.675264764,Viernes,Tarde,1716300000000,1716305400000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,294
,Punto Limpio Móvil,,,"Calle Carmen de Burgos, 4 ",,,Calle,,Carmen de Burgos,número,4,,,17,VILLAVERDE,441841,4467654,40.35742549,-3.684914537,Viernes,Tarde,1716306300000,1716311700000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,295
,Punto Limpio Móvil,,,"Calle Ciudadania, 6 ",,,Calle,,Ciudadania,número,6,,,17,VILLAVERDE,441214,4467553,40.35647756,-3.692286994,Miércoles,Tarde,1716300000000,1716305400000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,296
,Punto Limpio Móvil,,,"Calle Godella,  Detrás del número 100, en la plaza frente al 116","Detrás del número 100, en la plaza frente al 116",,Calle,,Godella,número,,,,17,VILLAVERDE,441525,4465807,40.340762,-3.688466,Miércoles,Mañana,1716287400000,1716292800000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,297
,Punto Limpio Móvil,,,"Calle la Canción del Olvido, 47 ",,,Calle,,la Canción del Olvido,número,47,,,17,VILLAVERDE,440576,4467618,40.35701013,-3.699809994,Viernes,Tarde,1716318900000,1716324300000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,298
,Punto Limpio Móvil,,,"Calle La del Manojo de Rosas, 14 ",,,Calle,,La del Manojo de Rosas,número,14,,,17,VILLAVERDE,440769,4467935,40.35988379,-3.697565708,Miércoles,Tarde,1716312600000,1716318000000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,299
,Punto Limpio Móvil,,,"Calle La del Manojo de Rosas, 95 ",,,Calle,,La del Manojo de Rosas,número,95,,,17,VILLAVERDE,440687,4467186,40.35313432,-3.698461892,Miércoles,Tarde,1716318900000,1716324300000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,300
,Punto Limpio Móvil,,,"Calle Laguna Rodrigo, 7 ",,,Calle,,Laguna Rodrigo,número,7,,,17,VILLAVERDE,440014,4467024,40.35161857,-3.7063763,Viernes,Tarde,1716318900000,1716324300000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,301
,Punto Limpio Móvil,,,"Avenida Rosales,  Intersección con Calle Tántalo",Intersección con Calle Tántalo,,Avenida,,Rosales,número,,,,17,VILLAVERDE,442294,4467199,40.35336013,-3.679539994,Viernes,Mañana,1716287400000,1716292800000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,302
,Punto Limpio Móvil,,,"Calle Santa Petronila,  Intersección con Calle José del Pino",Intersección con Calle José del Pino,,Calle,,Santa Petronila,número,,,,17,VILLAVERDE,441210,4466913,40.35071212,-3.692274736,Viernes,Tarde,1716312600000,1716318000000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,303
,Punto Limpio Móvil,,,"Calle Tertulia,  Intersección con Calle Círculo",Intersección con Calle Círculo,,Calle,,Tertulia,número,,,,17,VILLAVERDE,441157,4468197,40.36226806,-3.693017119,Miércoles,Tarde,1716306300000,1716311700000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,304
,Punto Limpio Móvil,,,"Calle Embalse de Navacerrada,  Frente al número 50",Frente al número 50,,Calle,,Embalse de Navacerrada,número,,,,18,VILLA DE VALLECAS,448920,4468158,40.36243065,-3.601593679,Jueves,Mañana,1716293700000,1716299100000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,305
,Punto Limpio Móvil,,,"Calle Enrique García Álvarez,  Frente al número 10",Frente al número 10,,Calle,,Enrique García Álvarez,número,,,,18,VILLA DE VALLECAS,447815,4470316,40.38180013,-3.614779994,Martes,Mañana,1716293700000,1716299100000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,306
,Punto Limpio Móvil,,,"Paseo Federico García Lorca, 3 ",,,Paseo,,Federico García Lorca,número,3,,,18,VILLA DE VALLECAS,447286,4470053,40.37940569,-3.620995046,Jueves,Tarde,1716306300000,1716311700000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,307
,Punto Limpio Móvil,,,"Calle Fuentespina, 10 ",,,Calle,,Fuentespina,número,10,,,18,VILLA DE VALLECAS,448482,4470052,40.37947013,-3.606899994,Martes,Tarde,1716300000000,1716305400000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,308
,Punto Limpio Móvil,,,"Avenida Gavia, 14 ",,,Avenida,,Gavia,número,14,,,18,VILLA DE VALLECAS,448175,4469566,40.37507331,-3.610482743,Jueves,Tarde,1716312600000,1716318000000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,309
,Punto Limpio Móvil,,,"Avenida Gran Vía del Suereste, 55 ",,,Avenida,,Gran Vía del Suereste,número,55,,,18,VILLA DE VALLECAS,449631,4467582,40.35728524,-3.59317915,Jueves,Mañana,1716274800000,1716280200000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,310
,Punto Limpio Móvil,,,"Avenida Gran Vía del Suereste, 11 ",,,Avenida,,Gran Vía del Suereste,número,11,,,18,VILLA DE VALLECAS,450106,4468329,40.36404321,-3.587633913,Jueves,Mañana,1716281100000,1716286500000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,311
,Punto Limpio Móvil,,,"Avenida Las Suertes,  Frente al número 67",Frente al número 67,,Avenida,,Las Suertes,número,,,,18,VILLA DE VALLECAS,449614,4468373,40.36441415,-3.593433734,Jueves,Mañana,1716287400000,1716292800000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,312
,Punto Limpio Móvil,,,"Bulevar Naturaleza, 13 ",,,Bulevar,,Naturaleza,número,13,,,18,VILLA DE VALLECAS,446534,4469272,40.37232002,-3.629789046,Martes,Mañana,1716287400000,1716292800000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,313
,Punto Limpio Móvil,,,"Calle Peñaranda de Bracamonte, 53 ",,,Calle,,Peñaranda de Bracamonte,número,53,,,18,VILLA DE VALLECAS,448130,4468637,40.366697,-3.61093895,Martes,Mañana,1716274800000,1716280200000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,314
,Punto Limpio Móvil,,,"Calle Puentelarrá, 13 ",,,Calle,,Puentelarrá,número,13,,,18,VILLA DE VALLECAS,448281,4470386,40.38246707,-3.609304279,Jueves,Tarde,1716318900000,1716324300000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,315
,Punto Limpio Móvil,,,"Calle Sierra Vieja, 1 ",,,Calle,,Sierra Vieja,número,1,,,18,VILLA DE VALLECAS,446556,4469822,40.37727079,-3.629576569,Jueves,Tarde,1716300000000,1716305400000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,316
,Punto Limpio Móvil,,,"Avenida Villa de Vallecas, 13 ",,,Avenida,,Villa de Vallecas,número,13,,,18,VILLA DE VALLECAS,447453,4468963,40.36959542,-3.618936523,Martes,Mañana,1716281100000,1716286500000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,317
,Punto Limpio Móvil,,,"Calle Abad Juan Catalán, 52-56 ",,,Calle,,Abad Juan Catalán,número,52-56,,,19,VICALVARO,449729,4473042,40.40648092,-3.592453479,Miércoles,Tarde,1716318900000,1716324300000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,318
,Punto Limpio Móvil,,,"Avenida Blas de Lezo, 22 ",,,Avenida,,Blas de Lezo,número,22,,,19,VICALVARO,453115,4473036,40.4066246,-3.552546,Viernes,Mañana,1716293700000,1716298200000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,319
,Punto Limpio Móvil,,,"Calle Casalarreina, 3 Intersección con Plaza de la Vicalvarada",Intersección con Plaza de la Vicalvarada,,Calle,,Casalarreina,número,3,,,19,VICALVARO,448194,4473379,40.409418,-3.610567255,Miércoles,Tarde,1716300000000,1716305400000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,320
,Punto Limpio Móvil,,,"Calle Cordel de Pavones, 46 ",,,Calle,,Cordel de Pavones,número,46,,,19,VICALVARO,447409,4472099,40.39783703,-3.619708485,Jueves,Mañana,1716287400000,1716292800000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,321
,Punto Limpio Móvil,,,"Bulevar Indalecio Prieto, 9 ",,,Bulevar,,Indalecio Prieto,número,9,,,19,VICALVARO,447398,4472699,40.40324833,-3.619895988,Jueves,Mañana,1716293700000,1716299100000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,322
,Punto Limpio Móvil,,,"Calle Minerva,  Intersección con Calle Campo de la Torre, 19","Intersección con Calle Campo de la Torre, 19",,Calle,,Minerva,número,,,,19,VICALVARO,448630,4471993,40.39696013,-3.605319994,Jueves,Mañana,1716274800000,1716280200000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,323
,Punto Limpio Móvil,,,"Calle Minerva, 7 ",,,Calle,,Minerva,número,7,,,19,VICALVARO,449254,4472752,40.40383525,-3.598022415,Miércoles,Tarde,1716312600000,1716318000000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,324
,Punto Limpio Móvil,,,"Calle Pergamino,  Frente al número 30",Frente al número 30,,Calle,,Pergamino,número,,,,19,VICALVARO,447068,4471749,40.39466194,-3.623704718,Jueves,Mañana,1716281100000,1716286500000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,325
,Punto Limpio Móvil,,,"Calle Villardondiego, 39-41 ",,,Calle,,Villardondiego,número,39-41,,,19,VICALVARO,448405,4472827,40.40445729,-3.60804054,Miércoles,Tarde,1716306300000,1716311700000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,326
,Punto Limpio Móvil,,,"calle Albarracín, , 35 Edificio Ayuntamiento de Madrid",Edificio Ayuntamiento de Madrid,,calle,,"Albarracín, ",número,35,,,20,SAN BLAS - CANILLEJAS,446527,4475878,40.4318305270171,-3.63041864358532,Jueves,Mañana,1716293700000,1716299100000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,327
,Punto Limpio Móvil,,,"Calle Albericia,  Intersección con Calle Arcos del Jalón",Intersección con Calle Arcos del Jalón,,Calle,,Albericia,número,,,,20,SAN BLAS - CANILLEJAS,447785,4475053,40.42447465,-3.615522535,Jueves,Tarde,1716306300000,1716311700000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,328
,Punto Limpio Móvil,,,"Calle Boltaña, 20 ",,,Calle,,Boltaña,número,20,,,20,SAN BLAS - CANILLEJAS,447977,4477307,40.44479404,-3.613450944,Sabado,Mañana,1716281100000,1716286500000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,329
,Punto Limpio Móvil,,,"Calle Carpintería,  Intersección con Calle Amposta",Intersección con Calle Amposta,,Calle,,Carpintería,número,,,,20,SAN BLAS - CANILLEJAS,447187,4475180,40.42558013,-3.622589994,Miércoles,Mañana,1716293700000,1716299100000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,330
,Punto Limpio Móvil,,,"Calle Castillo de Uclés,  Intersección con Calle Castillo de Simancas y frente a Calle Yuncos, 1","Intersección con Calle Castillo de Simancas y frente a Calle Yuncos, 1",,Calle,,Castillo de Uclés,número,,,,20,SAN BLAS - CANILLEJAS,447136,4475688,40.43015635,-3.623234722,Miércoles,Mañana,1716281100000,1716286500000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,331
,Punto Limpio Móvil,,,"Avenida Fermina Sevillano, 26 ",,,Avenida,,Fermina Sevillano,número,26,,,20,SAN BLAS - CANILLEJAS,451740,4477286,40.44483484,-3.56906922,Viernes,Mañana,1716274800000,1716280200000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,332
,Punto Limpio Móvil,,,"Avenida Guadalajara,  Intersección con Calle San Román del Valle",Intersección con Calle San Román del Valle,,Avenida,,Guadalajara,número,,,,20,SAN BLAS - CANILLEJAS,447314,4474482,40.41929933,-3.621029333,Jueves,Tarde,1716300000000,1716305400000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,333
,Punto Limpio Móvil,,,"Avenida Hellin, 17 ",,,Avenida,,Hellin,número,17,,,20,SAN BLAS - CANILLEJAS,447762,4475755,40.43080013,-3.615859994,Miércoles,Mañana,1716287400000,1716292800000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,334
,Punto Limpio Móvil,,,"Avenida Hermanos García Noblejas, 1 ",,,Avenida,,Hermanos García Noblejas,número,1,,,20,SAN BLAS - CANILLEJAS,445922,4476537,40.43772165,-3.637609719,Miércoles,Mañana,1716274800000,1716280200000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,335
,Punto Limpio Móvil,,,"Calle Nicolasa Gómez,  Frente al número 80",Frente al número 80,,Calle,,Nicolasa Gómez,número,,,,20,SAN BLAS - CANILLEJAS,448113,4476603,40.43846013,-3.611789994,Sabado,Mañana,1716287400000,1716292800000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,336
,Punto Limpio Móvil,,,"Avenida Niza, 25 En el tramo de vía entre los números 13 y 25",En el tramo de vía entre los números 13 y 25,,Avenida,,Niza,número,25,,,20,SAN BLAS - CANILLEJAS,448518,4475431,40.42792648,-3.606913356,Jueves,Tarde,1716312600000,1716318000000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,337
,Punto Limpio Móvil,,,"Avenida Segunda,  Frente al número 5 aproximadamente",Frente al número 5 aproximadamente,,Avenida,,Segunda,número,,,,20,SAN BLAS - CANILLEJAS,449598,4477580,40.44735399,-3.594355582,Viernes,Mañana,1716281100000,1716286500000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,338
,Punto Limpio Móvil,,,"Calle Sofía,  Intersección con Calle Bélgica, 205","Intersección con Calle Bélgica, 205",,Calle,,Sofía,número,,,,20,SAN BLAS - CANILLEJAS,448969,4475577,40.42927013,-3.601609994,Jueves,Tarde,1716318900000,1716324300000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,339
,Punto Limpio Móvil,,,"Calle Tampico, 79 ",,,Calle,,Tampico,número,79,,,20,SAN BLAS - CANILLEJAS,446094,4477316,40.44475344,-3.635651261,Sabado,Mañana,1716274800000,1716280200000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,340
,Punto Limpio Móvil,,,"Paseo Alameda de Osuna, , 50 ",,,Paseo,,"Alameda de Osuna, ",número,50,,,21,BARAJAS,449316,4478388,40.4546115269435,-3.59774492487677,Jueves,Tarde,1716312600000,1716318000000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,341
,Punto Limpio Móvil,,,"Calle Babilonia, 33 ",,,Calle,,Babilonia,número,33,,,21,BARAJAS,450420,4479808,40.46747627,-3.584841288,Jueves,Tarde,1716318900000,1716324300000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,342
,Punto Limpio Móvil,,,"Calle Bahia de Cádiz, 32 ",,,Calle,,Bahia de Cádiz,número,32,,,21,BARAJAS,449612,4479406,40.46380544,-3.594330551,Jueves,Tarde,1716312600000,1716318000000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,343
,Punto Limpio Móvil,,,"Avenida Logroño , 160-162 Entrada Residencial El Capricho",Entrada Residencial El Capricho,,Avenida,,Logroño ,número,160-162,,,21,BARAJAS,450664,4480634,40.4749331667577,-3.58202653065271,Jueves,Tarde,1716318900000,1716324300000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,344
,Punto Limpio Móvil,,,"Avenida Manuel Fraga Iribarne, 35 ",,,Avenida,,Manuel Fraga Iribarne,número,35,,,21,BARAJAS,448402,4482129,40.48826013,-3.608829994,Jueves,Tarde,1716300000000,1716305400000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,345
,Punto Limpio Móvil,,,"Plaza Mayor de Barajas, 19 ",,,Plaza,,Mayor de Barajas,número,19,,,21,BARAJAS,451060,4480473,40.47350059,-3.57734166,Martes,Mañana,1716293700000,1716299100000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,346
,Punto Limpio Móvil,,,"Plaza Navío, 1 ",,,Plaza,,Navío,número,1,,,21,BARAJAS,450116,4478506,40.45572379,-3.588317484,Martes,Mañana,1716281100000,1716286500000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,347
,Punto Limpio Móvil,,,"Calle Playa de Zarauz, 1 ",,,Calle,,Playa de Zarauz,número,1,,,21,BARAJAS,449780,4480454,40.47325425,-3.592435163,Jueves,Tarde,1716306300000,1716311700000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,348
,Punto Limpio Móvil,,,"Calle Pradoluengo, 243 ",,,Calle,,Pradoluengo,número,243,,,21,BARAJAS,450648,4478009,40.45128409,-3.582005708,Martes,Mañana,1716274800000,1716280200000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,349
,Punto Limpio Móvil,,,"calle Ribera del Sena, 21 esquina con Estrasburgo Edificio Ayuntamiento de Madrid",esquina con Estrasburgo Edificio Ayuntamiento de Madrid,,calle,,Ribera del Sena,número,21,,,21,BARAJAS,447632,4479217,40.4619759490284,-3.61767209392875,Jueves,Tarde,1716300000000,1716305400000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,350
,Punto Limpio Móvil,,,"Calle Rioja, 27 ",,,Calle,,Rioja,número,27,,,21,BARAJAS,450374,4478971,40.45993074,-3.585311084,Martes,Mañana,1716287400000,1716292800000,1716314723788,Esri_Madrid,1716314723788,Esri_Madrid,351
